Name,Years of experience,Location,City,Consultation Fee,Specialization,Degree
Dr. Jyoti Magoo,9 years experience overall,Girgaon,Mumbai,? 500,Dentist,"BDS, MDS, Certificate of Oral Implantology, PGCE(Endodontics), PGCE(Endodontics), FICOI"
Dr. Rangnath Jhawar,15 years experience overall,Chembur East,Mumbai,null,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Aditi Lele,14 years experience overall,Peddar Road,Mumbai,? 300,Dentist,BDS
Dr. Deep Garg,8 years experience overall,Bandra West,Mumbai,? 500,Dentist,"BDS, MDS - Orthodontics"
Dr. Shipra Jhawar,11 years experience overall,Goregaon East,Mumbai,? 300,Dentist,"BDS, MDS - Community Dentistry"
Dr. Priyanka Basu,7 years experience overall,Ghatkopar East,Mumbai,? 350,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Anjali Jaiswal,23 years experience overall,Lokhandwala,Mumbai,? 500,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS"
Dr. Rajesh Gupta,11 years experience overall,Ghatkopar East,Mumbai,? 300,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS"
Dr. Kirti Aherwal,13 years experience overall,Lower Parel,Mumbai,? 400,Dentist,"BDS, MDS - Periodontology and Oral Implantology"
Dr. Pooja Gawand,15 years experience overall,Lower Parel,Mumbai,? 300,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
Dr. Adil Gandevivala,16 years experience overall,Kandivali West,Mumbai,? 500,Dentist,"BDS, MDS - Orthodontics"
Dr. Ritu Girdhar,16 years experience overall,Borivali West,Mumbai,? 300,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Bhumija Gautam,19 years experience overall,Chembur East,Mumbai,? 500,Dentist,BDS
Dr. Shruti Jain,15 years experience overall,Khar West,Mumbai,? 300,Dentist,"MDS - Orthodontics, BDS"
Dr. Mary Grace Dakey,14 years experience overall,Mulund West,Mumbai,? 500,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS"
Dr. Rushad Nariman,11 years experience overall,Khar West,Mumbai,? 500,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Sonal Karania Jakharia,13 years experience overall,Dadar West,Mumbai,? 400,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
Dr. Sumana Kar,2 years experience overall,Mulund West,Mumbai,? 500,Dentist,"BDS, MDS - Orthodontics"
Dr. Sakshi Balani,17 years experience overall,Powai,Mumbai,? 500,Dentist,"BDS, MICOI (USA)"
Dr. Shreyas Shah,10 years experience overall,Borivali West,Mumbai,null,Dentist,"BDS, Post Graduate Diploma In Aesthetic & Restorative Dentistry"
Dr. Anuj Shah,8 years experience overall,Vileparle West,Mumbai,? 500,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Forum Shah Gada,11 years experience overall,Chembur East,Mumbai,? 300,Dentist,"BDS, MDS - Orthodontics"
Dr. Sanket Brahmbhatt,17 years experience overall,Dadar East,Mumbai,? 500,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Manisha Mehta,13 years experience overall,Borivali West,Mumbai,? 500,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology"
Dr. Ankesh Jain,13 years experience overall,Prabhadevi,Mumbai,? 400,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS"
Dr. Kanika Madan,19 years experience overall,Ghatkopar West,Mumbai,? 500,Dentist,BDS
Dr. Tejal Shah,14 years experience overall,Andheri West,Mumbai,null,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
Dr. Mitali Gandhi,8 years experience overall,Wadala,Mumbai,? 300,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
Dr. Ameera Lakha,15 years experience overall,Ghatkopar East,Mumbai,? 500,Dentist,BDS
Dr. Radhika Parekh Paleja,18 years experience overall,Khar West,Mumbai,? 300,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Aditi Gvalani,17 years experience overall,Vileparle West,Mumbai,? 500,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Viral Maru,14 years experience overall,Juhu,Mumbai,? 300,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Shravan Chawla,43 years experience overall,Borivali West,Mumbai,? 300,Dentist,"MDS - Paedodontics And Preventive Dentistry, BDS"
Dr. Arun Swarup,12 years experience overall,Cuffe Parade,Mumbai,? 500,Dentist,"BDS, MDS - Periodontology and Oral Implantology"
Dr. Khushee Agrawal,13 years experience overall,Chembur,Mumbai,? 500,Dentist,BDS
Dr. Ameya Manish Sonawane,20 years experience overall,Bandra West,Mumbai,? 200,Dentist,"BDS, MDS - Public Health Dentistry"
Dr. Vishal Dhanjani,11 years experience overall,Borivali West,Mumbai,? 300,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
Dr. Nasreen Akhai,11 years experience overall,Chembur East,Mumbai,? 200,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
Dr. Tabrez Lakha,8 years experience overall,Elphinstone Road,Mumbai,? 400,Dentist,BDS
Dr. Sayali Randive,10 years experience overall,Goregaon East,Mumbai,? 500,Dentist,BDS
Dr. Mitali Pimpale,11 years experience overall,Lokhandwala,Mumbai,null,Dentist,"BDS, MDS - Periodontics, FICOI"
Dr. Soham Mallick,12 years experience overall,Borivali West,Mumbai,? 350,Dentist,BDS
Dr. Shrutika Jaju,11 years experience overall,Khar West,Mumbai,? 400,Dentist,"BDS, MDS - Orthodontics"
Dr. Meghna Radhakrishnan,16 years experience overall,Bhandup West,Mumbai,? 400,Dentist,BDS
Dr. Shruti Shah,12 years experience overall,Mazgaon,Mumbai,? 300,Dentist,"BDS, MDS - Periodontics, FICOI"
Dr. Ankita Chauhan,16 years experience overall,Bhandup West,Mumbai,? 250,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Iti Garg,12 years experience overall,Mulund West,Mumbai,? 500,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics, Diploma in Implanthology"
Dr. Tuhina Mehta,12 years experience overall,Matunga,Mumbai,? 300,Dentist,"BDS, MDS - Orthodontics"
Dr. Prachi Shah,13 years experience overall,Vileparle East,Mumbai,? 300,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Rahul Oza,11 years experience overall,Bandra West,Mumbai,? 450,Dentist,BDS
Dr. Dhwani Kapadia,9 years experience overall,Kemps Corner,Mumbai,? 200,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS"
Dr. Shyamal Anand Lad,7 years experience overall,Bandra West,Mumbai,? 350,Dentist,"BDS, MDS - Orthodontics"
Dr. Shreya Dutta,8 years experience overall,Borivali West,Mumbai,? 200,Dentist,BDS
Dr. Sanhita Shelar,12 years experience overall,Mulund West,Mumbai,? 400,Dentist,"BDS, MDS- Oral Pathology"
Dr. Farhath Sayed,9 years experience overall,Oshiwara,Mumbai,null,Dentist,BDS
Dr. Fatema Gandevivala,26 years experience overall,Chembur East,Mumbai,? 350,Dentist,BDS
Dr. Ekta Doctor,12 years experience overall,Juhu,Mumbai,null,Dentist,BDS
Dr. Vinita Tekchandani,9 years experience overall,Goregaon East,Mumbai,? 300,Dentist,"BDS, MDS - Periodontics"
Dr. Vikita Jain,9 years experience overall,Mira Bhayandar,Mumbai,? 400,Dentist,"BDS, MDS - Oral Medicine and Radiology"
Dr. Sonyabai Sasane,8 years experience overall,Ghatkopar East,Mumbai,? 350,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI"
Dr. Pranav Thakkar,9 years experience overall,Parel,Mumbai,? 350,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS"
Dr. Manveen Kaur Lamba,8 years experience overall,Chembur,Mumbai,? 350,Dentist,"BDS, MDS - Orthodontics"
Dr. Aastha Chandra,12 years experience overall,Malad,Mumbai,? 300,Dentist,BDS
Dr. Jenifer Vincent Palghamol,16 years experience overall,Bandra West,Mumbai,? 200,Dentist,"BDS, Fellowship in Oral implantlogy"
Dr. Kajal Bhanushali,5 years experience overall,Chembur East,Mumbai,? 300,Dentist,"BDS, MDS - Oral Medicine and Radiology"
Dr. Sanjana Sanwal,9 years experience overall,Khar West,Mumbai,? 200,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology"
Dr. Anushka,5 years experience overall,Bandra West,Mumbai,? 400,Dentist,"BDS, MDS - Periodontics"
Dr. Sahil Singh,5 years experience overall,Dadar West,Mumbai,? 400,Dentist,"MDS - Oral & Maxillofacial Surgery, Fellowship in Aesthetic Medicine (FAM), BDS"
Dr. Atreyi Ganguly,6 years experience overall,Vileparle West,Mumbai,null,Dentist,"BDS, MDS- Oral Pathology"
Dr. Atreyi Ganguly,3 years experience overall,Borivali East,Mumbai,? 500,Dentist,BDS
Dr. Onkar Sawant,8 years experience overall,Girgaon,Mumbai,null,Dentist,BDS
Dr. Esha Fegde,12 years experience overall,Khar West,Mumbai,? 500,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
Dr. Rachayta Parikh Gala,23 years experience overall,Andheri East,Mumbai,? 500,Dentist,MDS - Prosthodontics
Dr. Sheetal R Gore,25 years experience overall,Govandi,Mumbai,? 250,Dentist,BDS
Dr. Sagar,22 years experience overall,Mulund West,Mumbai,? 500,Dentist,"BDS, MDS - Periodontics"
Dr. Ritika Arora,43 years experience overall,Mulund West,Mumbai,null,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
Dr. Mohan Vs,18 years experience overall,Juhu,Mumbai,? 200,Dentist,"BDS, MDS - Oral Medicine and Radiology"
Dr. Hardik J. Shah,17 years experience overall,JB Nagar,Mumbai,? 300,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
Dr. Rahul Pagare,45 years experience overall,Vileparle West,Mumbai,? 300,Dentist,BDS
Dr. Sobh Singh Khambay,16 years experience overall,Dadar East,Mumbai,? 500,Dentist,"BDS, Fellowship and Diplomate in Implantology from ICOI (USA)"
Dr. Riddhi Mehta,14 years experience overall,Vileparle East,Mumbai,? 500,Dentist,"BDS, MDS - Oral Medicine and Radiology"
Dr. Riddhi Rathi,15 years experience overall,Malad West,Mumbai,? 500,Dentist,"BDS, MDS - Prosthodontics"
Dr. Abhijit V. Shetty,36 years experience overall,Chembur,Mumbai,? 400,Dentist,BDS
Dr. Meena P. Mistry,25 years experience overall,Kandivali East,Mumbai,? 500,Dentist,BDS
Dr. Darshan Hiralal Vora,15 years experience overall,Vileparle East,Mumbai,? 400,Dentist,BDS
Dr. Arpit Doshi,30 years experience overall,Vidyavihar,Mumbai,? 400,Dentist,"BDS, Diploma in Implanthology"
Dr. Ajay Bajaj,13 years experience overall,Kemps Corner,Mumbai,? 300,Dentist,BDS
Dr. Santosh Nayak,13 years experience overall,Ghatkopar East,Mumbai,? 400,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Pooja Kukreja,36 years experience overall,Sion,Mumbai,? 300,Dentist,"BDS, MDS - Oral Medicine and Radiology"
Dr. Purnima Parikh,12 years experience overall,Andheri West,Mumbai,? 200,Dentist,"BDS, MDS - Oral Medicine and Radiology"
Dr. Dhruti Raut Chavan,25 years experience overall,Andheri West,Mumbai,? 300,Dentist,"BDS, MDS - Periodontics"
Dr. Shilpa Mittal,27 years experience overall,Mahim,Mumbai,? 500,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
Dr. Miten L Pandya,26 years experience overall,Colaba,Mumbai,null,Dentist,"BDS, MDS - Periodontics"
Dr. Yazad R Gandhi,20 years experience overall,Khar West,Mumbai,null,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Savneet Kaur,14 years experience overall,Borivali West,Mumbai,null,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Salem Tariq,31 years experience overall,Andheri West,Mumbai,null,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology"
Dr. Tarun Motwani,9 years experience overall,Goregaon West,Mumbai,? 350,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Rohan Patani,27 years experience overall,Dahisar West,Mumbai,? 500,Dentist,"BDS, MDS - Periodontics"
Dr. Prafull Sabadra,11 years experience overall,Charni Road,Mumbai,? 400,Dentist,"BDS, MDS - Prosthodontics"
Dr. Falguni Shah,32 years experience overall,Kemps Corner,Mumbai,null,Dentist,BDS
Dr. Jigar Gala,18 years experience overall,Ghatkopar East,Mumbai,? 500,Dentist,"BDS, MDS, Certificate of Oral Implantology, PGCE(Endodontics), PGCE(Endodontics), FICOI"
Dr. Sonali Dhuri,28 years experience overall,Borivali West,Mumbai,null,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Prashant Shetty,23 years experience overall,Andheri West,Mumbai,? 300,Dentist,BDS
Dr. Pooja Shetty,9 years experience overall,Tardeo,Mumbai,? 500,Dentist,"BDS, MDS - Orthodontics"
Dr. R. K. Mistry,36 years experience overall,Kandivali East,Mumbai,? 300,Dentist,"BDS, MDS - Community Dentistry"
Dr. Sarthak Vaidya,13 years experience overall,Colaba,Mumbai,? 350,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Akshi Gvalani,12 years experience overall,Kandivali East,Mumbai,? 500,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS"
Dr. Nipaj S. Ashar,24 years experience overall,Jogeshwari East,Mumbai,? 300,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS"
Dr. Jayashree Gupte,35 years experience overall,Andheri West,Mumbai,? 400,Dentist,"BDS, MDS - Periodontology and Oral Implantology"
Dr. Jayashree Gupte,27 years experience overall,Nagpada,Mumbai,? 300,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
Dr. Nehal Sabadra,37 years experience overall,Andheri West,Mumbai,? 500,Dentist,"BDS, MDS - Orthodontics"
Dr. Darshan S Gupte,7 years experience overall,Sion West,Mumbai,? 300,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Amrut Bambawale,13 years experience overall,Colaba,Mumbai,? 500,Dentist,BDS
Dr. Sanket Rane,40 years experience overall,Matunga,Mumbai,? 300,Dentist,"MDS - Orthodontics, BDS"
Dr. Rajesh Kamdar,41 years experience overall,Charni Road,Mumbai,? 500,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS"
Dr. Kaushik Gandhi,10 years experience overall,Chembur East,Mumbai,? 500,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Akash S. Bhandari,14 years experience overall,Bhandup West,Mumbai,? 400,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
Dr. Mihir Parekh,38 years experience overall,Bhandup West,Mumbai,? 500,Dentist,"BDS, MDS - Orthodontics"
Dr. Arun.H  Garg,25 years experience overall,Ghatkopar East,Mumbai,? 500,Dentist,"BDS, MICOI (USA)"
Dr. Jyotsna Patel,23 years experience overall,Powai,Mumbai,null,Dentist,"BDS, Post Graduate Diploma In Aesthetic & Restorative Dentistry"
Dr. Ajay Kakar,38 years experience overall,Tardeo,Mumbai,? 500,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Rinal Sanghavi,9 years experience overall,Vileparle East,Mumbai,? 300,Dentist,"BDS, MDS - Orthodontics"
Dr. Sulabhi Shyam,13 years experience overall,Powai,Mumbai,? 500,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Adit B. Mehta,17 years experience overall,Goregaon East,Mumbai,? 500,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology"
Dr. Swapnil Shah,34 years experience overall,Mulund West,Mumbai,? 400,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS"
Dr. Darshan Shah,13 years experience overall,Powai,Mumbai,? 500,Dentist,BDS
Dr. Jayesh G. Mehta,33 years experience overall,Powai,Mumbai,null,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
Dr. Mohammed Moin Abdul Rashid Holy,14 years experience overall,Powai,Mumbai,? 300,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
Dr. Jayna Shah,34 years experience overall,Borivali West,Mumbai,? 500,Dentist,BDS
Dr. Jayna Shah,23 years experience overall,Mulund West,Mumbai,? 300,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Jyoti Narla,32 years experience overall,Chembur East,Mumbai,? 500,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Ramona S Thakur,9 years experience overall,Powai,Mumbai,? 300,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Raadni Bane,13 years experience overall,Andheri West,Mumbai,? 300,Dentist,"MDS - Paedodontics And Preventive Dentistry, BDS"
Dr. Siddhi Saijan,23 years experience overall,Bhandup West,Mumbai,? 500,Dentist,"BDS, MDS - Periodontology and Oral Implantology"
Dr. Urvi Shah,45 years experience overall,Goregaon East,Mumbai,? 500,Dentist,BDS
Dr. Rajendra Shah,24 years experience overall,Powai,Mumbai,? 200,Dentist,"BDS, MDS - Public Health Dentistry"
Dr. Rajiv Rajan,14 years experience overall,Chembur,Mumbai,? 300,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
Dr. Sharada P Gowda,14 years experience overall,Andheri West,Mumbai,? 200,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
Dr. Anand Narla,24 years experience overall,Goregaon East,Mumbai,? 400,Dentist,BDS
Dr. Siddarth Naik,25 years experience overall,Tardeo,Mumbai,? 500,Dentist,BDS
Dr. Manjul Jain,27 years experience overall,Khar West,Mumbai,null,Dentist,"BDS, MDS - Periodontics, FICOI"
Dr. Sanyukta Rege,17 years experience overall,Malad West,Mumbai,? 350,Dentist,BDS
Dr. Sahil Chheda,13 years experience overall,Lokhandwala,Mumbai,? 400,Dentist,"BDS, MDS - Orthodontics"
Dr. Urmil Arora,58 years experience overall,Khar West,Mumbai,? 400,Dentist,BDS
Dr. Mihir Shah,13 years experience overall,Bhandup West,Mumbai,? 300,Dentist,"BDS, MDS - Periodontics, FICOI"
Dr. Neha Hardasani Thaver,10 years experience overall,Kandivali East,Mumbai,? 250,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Irfan Kachwala,18 years experience overall,Borivali West,Mumbai,? 500,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics, Diploma in Implanthology"
Dr. Sushma Chavan,15 years experience overall,Kandivali West,Mumbai,? 300,Dentist,"BDS, MDS - Orthodontics"
Dr. Gazal Gupta,14 years experience overall,Mira Road,Mumbai,? 300,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Bhavesh D. Rusawat,13 years experience overall,Borivali West,Mumbai,? 450,Dentist,BDS
Dr. Shweta Vyas,8 years experience overall,Lokhandwala,Mumbai,? 200,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS"
Dr. Vivek S,12 years experience overall,Goregaon East,Mumbai,? 350,Dentist,"BDS, MDS - Orthodontics"
Dr. Bandish Parekh,15 years experience overall,Colaba,Mumbai,? 200,Dentist,BDS
Dr. Quazi Wasim Bari,18 years experience overall,Khar West,Mumbai,? 400,Dentist,"BDS, MDS- Oral Pathology"
Dr. Tanuja Deshpande,15 years experience overall,Tardeo,Mumbai,null,Dentist,BDS
Dr. Viraj Kakade,16 years experience overall,Borivali West,Mumbai,? 350,Dentist,BDS
Dr. Anand Shetye,22 years experience overall,Lokhandwala,Mumbai,null,Dentist,BDS
Dr. Mohit Bodhwani,13 years experience overall,Khar West,Mumbai,? 300,Dentist,"BDS, MDS - Periodontics"
Dr. Sheena Soni,9 years experience overall,Kandivali West,Mumbai,? 400,Dentist,"BDS, MDS - Oral Medicine and Radiology"
Dr. Rajesh Rajan,21 years experience overall,Ghatkopar East,Mumbai,? 350,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI"
Dr. Zeeshan Ladhani,25 years experience overall,Andheri West,Mumbai,? 350,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS"
Dr. Rajat Gupta,7 years experience overall,Colaba,Mumbai,? 350,Dentist,"BDS, MDS - Orthodontics"
Dr. Sonali Luthra Gandhi,12 years experience overall,Powai,Mumbai,? 300,Dentist,BDS
Dr. Nilofer M Currawalla,13 years experience overall,Tilak Nagar,Mumbai,? 200,Dentist,"BDS, Fellowship in Oral implantlogy"
Dr. Sharatkumar B Shetty,11 years experience overall,Ghatkopar East,Mumbai,? 300,Dentist,"BDS, MDS - Oral Medicine and Radiology"
Dr. Ambika Arora,8 years experience overall,Ghatkopar East,Mumbai,? 200,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology"
Dr. Sneh Mehta,12 years experience overall,Charni Road,Mumbai,? 400,Dentist,"BDS, MDS - Periodontics"
Dr. Abhijeet Kulkarni,11 years experience overall,Borivali West,Mumbai,? 400,Dentist,"MDS - Oral & Maxillofacial Surgery, Fellowship in Aesthetic Medicine (FAM), BDS"
Dr. Shruthi,14 years experience overall,Andheri East,Mumbai,null,Dentist,"BDS, MDS- Oral Pathology"
Dr. Abhijeet Kulkarni,6 years experience overall,Peddar Road,Mumbai,? 500,Dentist,BDS
Dr. Aslam Inamdar,21 years experience overall,Mira Bhayandar,Mumbai,null,Dentist,BDS
Dr. Shruti Shanbhag,13 years experience overall,Kandivali East,Mumbai,? 500,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
Dr. Amruta Wakde Desai,13 years experience overall,Vidyavihar,Mumbai,? 500,Dentist,MDS - Prosthodontics
Dr. Neha Manchanda Vaidya,12 years experience overall,JB Nagar,Mumbai,? 250,Dentist,BDS
Dr. Isha Angne,14 years experience overall,Chembur,Mumbai,? 500,Dentist,"BDS, MDS - Periodontics"
Dr. Jayna Gandhi,14 years experience overall,Goregaon East,Mumbai,null,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
Dr. Gunjan Mehta Thaker,21 years experience overall,Peddar Road,Mumbai,? 200,Dentist,"BDS, MDS - Oral Medicine and Radiology"
Dr. Vivek P Soni,38 years experience overall,Colaba,Mumbai,? 300,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
Dr. Mahesh .M. Lalwani,44 years experience overall,Goregaon East,Mumbai,? 300,Dentist,BDS
Dr. Nimitt,12 years experience overall,Andheri West,Mumbai,? 500,Dentist,"BDS, Fellowship and Diplomate in Implantology from ICOI (USA)"
Dr. Prerna Panthri,11 years experience overall,Prabhadevi,Mumbai,? 500,Dentist,"BDS, MDS - Oral Medicine and Radiology"
Dr. Supriya Rojekar,25 years experience overall,Khar West,Mumbai,? 500,Dentist,"BDS, MDS - Prosthodontics"
Dr. Rashika Vijan,21 years experience overall,Bandra West,Mumbai,? 400,Dentist,BDS
Dr. Dattatraya Kamat,38 years experience overall,Goregaon East,Mumbai,? 500,Dentist,BDS
Dr. Ekta Kukreja Maniyar,13 years experience overall,Chembur,Mumbai,? 400,Dentist,BDS
Dr. Shilpa Shetty Naik,23 years experience overall,Colaba,Mumbai,? 400,Dentist,"BDS, Diploma in Implanthology"
Dr. N.K Doctor,51 years experience overall,Khetwadi,Mumbai,? 300,Dentist,BDS
Dr. Seema Maurya,13 years experience overall,Bandra West,Mumbai,? 400,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Mansi Singh,3 years experience overall,Chembur,Mumbai,? 300,Dentist,"BDS, MDS - Oral Medicine and Radiology"
Dr. Kavita Maheshwari,13 years experience overall,Andheri West,Mumbai,? 200,Dentist,"BDS, MDS - Oral Medicine and Radiology"
Dr. Yoban Shetty,11 years experience overall,Fort,Mumbai,? 300,Dentist,"BDS, MDS - Periodontics"
Dr. Arjav Beswal,9 years experience overall,Borivali West,Mumbai,? 500,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
Dr. Kaushal Shah,15 years experience overall,JB Nagar,Mumbai,null,Dentist,"BDS, MDS - Periodontics"
Dr. Pragati P Shah,3 years experience overall,Churchgate,Mumbai,null,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Sruthi Somasundaran,8 years experience overall,Kurla West,Mumbai,null,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Perola Menon,15 years experience overall,Mulund West,Mumbai,null,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology"
Dr. Girish Gaba,2 years experience overall,Opera House,Mumbai,? 350,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Maya Nair,13 years experience overall,Kemps Corner,Mumbai,? 500,Dentist,"BDS, MDS - Periodontics"
Dr. Raj Shah,16 years experience overall,Ghatkopar East,Mumbai,? 400,Dentist,"BDS, MDS - Prosthodontics"
Dr. Raj Shah,17 years experience overall,Mira Road,Mumbai,null,Dentist,BDS
Dr. Priya A Jain,13 years experience overall,Bandra West,Mumbai,? 500,Dentist,"BDS, MDS, Certificate of Oral Implantology, PGCE(Endodontics), PGCE(Endodontics), FICOI"
Dr. Spina Mehta,12 years experience overall,Bandra West,Mumbai,null,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Prasad Rane,22 years experience overall,Mahim,Mumbai,? 300,Dentist,BDS
Dr. Meghna Dang,18 years experience overall,Mira Road,Mumbai,? 500,Dentist,"BDS, MDS - Orthodontics"
Dr. Ashutosh Pai,15 years experience overall,Juhu,Mumbai,? 300,Dentist,"BDS, MDS - Community Dentistry"
Dr. Ami Sukhija,14 years experience overall,Tilak Nagar,Mumbai,? 350,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Priyanka Koli,8 years experience overall,Borivali West,Mumbai,? 500,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS"
Dr. Manish Agarwal,25 years experience overall,Powai,Mumbai,? 300,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS"
Dr. Chaitali G Tejale,13 years experience overall,Parel,Mumbai,? 400,Dentist,"BDS, MDS - Periodontology and Oral Implantology"
Dr. Pratik Nayak,10 years experience overall,Chembur,Mumbai,? 300,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
Dr. Ankita Sanghvi Shetty,15 years experience overall,Santacruz East,Mumbai,? 500,Dentist,"BDS, MDS - Orthodontics"
Dr. Pooja Patel,16 years experience overall,Chandivali,Mumbai,? 300,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Swati Maurya,13 years experience overall,Mulund West,Mumbai,? 500,Dentist,BDS
Dr. Nihar P Thakkar,13 years experience overall,Mira Road,Mumbai,? 300,Dentist,"MDS - Orthodontics, BDS"
Dr. Mazin Deshmukh,9 years experience overall,Ghatkopar East,Mumbai,? 500,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS"
Dr. Swati Ravjiani,30 years experience overall,Khar West,Mumbai,? 500,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Shaili Shah,13 years experience overall,Kandivali East,Mumbai,? 400,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
Dr. Sonali P. Vanmali,23 years experience overall,Chembur,Mumbai,? 500,Dentist,"BDS, MDS - Orthodontics"
Dr. Nikita Patel,5 years experience overall,Andheri East,Mumbai,? 500,Dentist,"BDS, MICOI (USA)"
Dr. Rakesh Sorathia,22 years experience overall,Bandra West,Mumbai,null,Dentist,"BDS, Post Graduate Diploma In Aesthetic & Restorative Dentistry"
Dr. Anuj Shah,14 years experience overall,Bandra West,Mumbai,? 500,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Ashutosh Pai,7 years experience overall,Goregaon West,Mumbai,? 300,Dentist,"BDS, MDS - Orthodontics"
Dr. Jatin Prabhu,22 years experience overall,Kandivali West,Mumbai,? 500,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Ankita Jadhav,10 years experience overall,Goregaon East,Mumbai,? 500,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology"
